SCORE	PATH	SYMBOL	START	END	IDENTITY	ACL	FILTER	RETRIEVAL	BACKEND	RERANK	CONTEXT	CALLS
70	backend/onyx/connectors/google_drive/connector.py	GoogleDriveConnector._impersonate_user_for_retrieval	1105	1196	11	0	0	16	0	0	0	ImpersonationError,RetrievedDriveFile,get_drive_service,is_user_removed,logger.debug,logger.info,logger.warning,make_user_removal_checker,retry_builder,self._make_fresh_emails_callback,self._post_validation_retrieval
70	backend/onyx/db/search_settings.py	create_search_settings	44	85	0	0	0	22	0	0	4	SearchSettings,db_session.add,db_session.commit,db_session.flush
70	backend/onyx/server/documents/cc_pair.py	get_cc_pair_index_attempts	118	156	4	14	0	2	0	0	0	Depends,IndexAttemptSnapshot.from_index_attempt_db_model,OnyxError,PaginatedReturn,Query,_get_readable_cc_pair,count_index_attempts_for_cc_pair,error_counts.get,get_error_counts_for_index_attempts,get_paginated_index_attempts_for_cc_pair_id,require_permission,router.get
70	backend/onyx/server/features/web_search/api.py	execute_web_search	231	270	1	2	0	20	0	0	0	Depends,WebSearchWithContentResponse,_open_urls,_run_web_search,require_permission,router.post,seen.add,set,urls_to_fetch.append
69	backend/onyx/connectors/google_drive/connector.py	GoogleDriveConnector._get_new_ancestors_for_files	551	743	5	11	0	3	0	0	6	HierarchyNode,ThreadSafeSet,_get_parent_id_from_file,_is_shared_drive_root,_public_access,ancestors_to_add.append,failed_folder_ids_by_email.get,failed_folder_ids_by_email.setdefault,folder.get,fully_walked_hierarchy_node_raw_ids.update,get_drive_service,get_external_access_for_folder,node_ids_in_walk.append,seen_hierarchy_node_raw_ids.check_and_add,self._get_folder_metadata,self._get_shared_drive_name,self._is_my_drive_root,set,update,walk_nodes.append
69	backend/onyx/server/documents/document.py	get_document_info	26	66	3	3	2	10	3	0	4	Depends,DocumentInfo,DocumentSectionRequest,HTTPException,IndexFilters,Query,build_access_filters_for_user,build_doc_context_str,document_index.id_based_retrieval,get_current_search_settings,get_default_document_index,get_tokenizer,join,len,require_permission,router.get,tokenizer_encode
68	backend/onyx/background/indexing/run_targeted_reindex.py	_flush_batch	95	182	6	5	0	11	1	0	0	DefaultIndexingEmbedder.from_db_search_settings,DocumentIndexingBatchAdapter,HttpxPool.get,IndexAttemptMetadata,datetime.datetime.now,db_session.commit,failed_ids.add,get_all_document_indices,logger.warning,make_randomized_onyx_request_id,run_indexing_pipeline,search_settings.status.is_future,set
68	backend/onyx/connectors/salesforce/salesforce_calls.py	fetch_all_csvs_in_parallel	200	272	0	0	2	20	0	0	0	ThreadPoolExecutor,_bulk_retrieve_from_salesforce,_make_time_filter_for_sf_type,_make_time_filtered_query,_object_type_has_api_data,all_types_to_filter.items,dict,executor.map,len,logger.info,logger.warning,type_to_query.keys
68	backend/onyx/kg/resets/reset_vespa.py	reset_vespa_kg_index	64	129	7	2	4	4	6	0	0	Connector.source.in_,DocumentByConnectorCredentialPair.connector_id.in_,DocumentSource,KGEntityType.active.is_,KGEntityType.grounded_source_name.is_not,_reset_vespa_for_doc,all,db_session.query,distinct,extend_lock,filter,get_session_with_current_tenant,logger.info,time.monotonic
67	backend/onyx/document_index/opensearch/schema.py	DocumentChunkWithoutVectors.parse_tenant_id	302	335	29	0	0	3	0	0	0	TenantState,ValueError,field_validator,get_current_tenant_id,isinstance,type
67	backend/onyx/natural_language_processing/query_embedding_cache.py	get_cached_query_embeddings	80	176	2	0	0	21	0	0	0	_build_key,_safe_unpack_or_none,cache_backend.expire,cache_backend.get,enumerate,get_cache_backend,len,logger.debug,logger.warning,observe_query_embedding_cache_lookup
66	backend/onyx/document_index/factory.py	get_all_document_indices	137	174	0	0	0	15	7	0	0	DisabledDocumentIndex,ValueError,_build_opensearch_pair,_build_vespa_pair,result.append
66	backend/onyx/document_index/opensearch/client.py	OpenSearchIndexClient._log_search_result_perf	2014	2059	0	0	0	21	1	0	0	OpenSearchServerSideTimeout,get_new_body_without_vectors,json.dumps,logger.error,logger.warning
66	backend/onyx/document_index/opensearch/search.py	DocumentQuery._get_document_set_filter	1078	1107	0	9	3	6	0	0	0	ValueError,len,list
65	backend/onyx/chat/llm_step.py	run_llm_step_pkt_generator	1074	1572	9	0	0	6	0	0	29	AgentResponseDelta,AgentResponseStart,AssistantMessage,FunctionCall,LlmStepResult,Packet,Placement,ReasoningDelta,ReasoningDone,ReasoningStart,ToolCall,_XmlToolCallContentFilter,_close_reasoning_if_active,_current_placement,_delta_has_action,_emit_citation_results,_emit_content_chunk,_extract_tool_call_kickoffs,_format_message_history_for_logging,_increment_turns,_looks_like_xml_tool_call_payload,_update_tool_call_with_delta,accumulated_answer.strip,accumulated_raw_answer.strip,assistant_msg.model_dump,assistant_msg_no_tools.model_dump,build_llm_model_config,cast,citation_processor.process_token,current_turn_persists_content,custom_token_processor,finish_reasons.add,generation_span,get_llm_request_params,isinstance,join,json.dumps,len,llm.stream,logger.debug
65	backend/onyx/db/chat_search.py	search_chat_sessions	11	106	7	0	0	16	1	0	0	ChatSession.deleted.is_,ChatSession.incognito_record_mode.is_,ChatSession.onyxbot_flow.is_,alias,all,base_conditions.append,column,db_session.execute,desc,description_session_ids.union,description_tsv.op,distinct,func.plainto_tsquery,join,joinedload,len,limit,list,message_tsv.op,offset,options,order_by,query.strip,result.scalars,scalars,select,stmt.options,stmt.where,where
65	backend/onyx/document_index/opensearch/search.py	DocumentQuery._get_content_vector_similarity_search_query	783	802	0	0	2	11	8	0	0	-
65	backend/onyx/server/documents/document.py	get_chunk_info	70	105	3	3	2	10	3	0	0	ChunkInfo,Depends,DocumentSectionRequest,HTTPException,IndexFilters,Query,build_access_filters_for_user,document_index.id_based_retrieval,get_current_search_settings,get_default_document_index,get_tokenizer,len,require_permission,router.get,tokenizer_encode
64	backend/onyx/chat/process_message.py	extract_context_files	377	512	6	1	0	5	3	0	24	ChatLoadedFile,ContextFileMetadata,ExtractedContextFiles,_build_tool_metadata,_empty_extracted_context_files,_extract_text_from_in_memory_file,f.file_type.is_text_file,f.file_type.use_metadata_only,file_metadata.append,file_texts.append,image_files.append,load_in_memory_chat_files,logger.error,logger.warning,mime_type_to_chat_file_type,str,sum,tool_metadata.append,use_metadata_only,user_file_map.get
64	backend/onyx/connectors/google_drive/connector.py	GoogleDriveConnector._convert_files_sub_batch	1811	1888	3	5	0	11	0	0	5	_get_parent_id_from_file,append,batch_generator,cast,len,logger.debug,logger.warning,newly_ready.append,pending_by_folder.clear,pending_by_folder.pop,pending_by_folder.setdefault,pending_by_folder.values,ready_files.extend,run_functions_tuples_in_parallel,self._get_new_ancestors_for_files,sum
64	backend/onyx/document_index/vespa/vespa_document_index.py	register_multitenant_vespa_indices	296	381	8	0	0	2	14	0	0	RuntimeError,ValueError,_add_ngrams_to_schema,_create_document_xml_lines,_in_memory_zip_from_file_bytes,cast,date_in_7_days.strftime,datetime.now,enumerate,get_shared_kv_store,jinja2.Environment,jinja_env.from_string,kv_store.load,list,logger.debug,logger.info,open,os.getcwd,os.path.join,overrides.encode,overrides_f.read,overrides_template.render,requests.post,schema.encode,schema_f.read,schema_template.render,services.encode,services_f.read,services_template.render,str,timedelta
64	backend/onyx/server/manage/opensearch_migration/api.py	set_opensearch_retrieval_status	55	66	1	2	0	17	1	0	0	Depends,OpenSearchRetrievalStatusResponse,admin_router.put,require_permission,set_enable_opensearch_retrieval_with_commit
64	backend/onyx/tools/fake_tools/research_agent.py	generate_intermediate_report	97	217	5	0	0	13	0	0	15	ChatMessageSimple,ChatStateContainer,IntermediateReportCitedDocs,IntermediateReportDelta,IntermediateReportStart,Packet,SectionEnd,USER_REPORT_QUERY.format,ValueError,cast,citation_processor.get_seen_citations,construct_message_history,emitter.emit,function_span,isinstance,len,list,next,run_llm_step_pkt_generator,token_counter,values,with_language_section
63	backend/onyx/db/connector_credential_pair.py	_add_user_filters	179	240	8	11	0	1	0	0	0	UserGroup__ConnectorCredentialPair.is_current.is_,aliased,and_,exists,get_effective_permissions,outerjoin,scoped_group_ids_subquery,select,stmt.distinct,stmt.outerjoin,stmt.where,where,within_managed_scope_clause
63	backend/onyx/db/port_attempt.py	resume_paused_port_attempt	690	760	0	6	0	13	0	0	0	PortAttempt,_get_locked,_scope_where,db_session.add,db_session.commit,db_session.rollback,get_current_search_settings,get_latest_port_attempt,get_secondary_search_settings,port_target_settings_id
63	backend/onyx/document_index/factory.py	_build_vespa_pair	73	108	6	0	0	11	6	0	0	IndexingSetting.from_db_model,VespaDocumentIndex,VespaIndexPair,_build_tenant_state
63	backend/onyx/indexing/indexing_pipeline.py	run_indexing_pipeline	1648	1731	4	0	0	14	0	0	13	Chunker,_get_image_summarization_llm,_system_llm_enrichment_is_allowed,ensure_trace,get_active_search_settings,get_contextual_rag_llm_for_search_settings,get_image_extraction_and_analysis_enabled,get_multipass_config,get_session_with_current_tenant,index_doc_batch_with_handler,nullcontext
62	backend/onyx/background/celery/tasks/connector_deletion/tasks.py	revoke_tasks_blocking_deletion	87	137	0	11	0	6	0	0	0	app.control.revoke,get_all_search_settings,get_recent_attempts_for_cc_pair,task_logger.exception,task_logger.info
62	backend/onyx/connectors/google_drive/connector.py	GoogleDriveConnector.reindex	1998	2071	0	9	0	7	0	0	5	ConnectorFailure,DocumentFailure,PermissionSyncContext,RetrievedDriveFile,RuntimeError,ThreadSafeSet,batch_result.errors.items,batch_result.files.values,cast,get_drive_service,get_files_by_web_view_links_batch,len,logger.info,run_functions_tuples_in_parallel,self._get_new_ancestors_for_files
62	backend/onyx/db/users.py	delete_user_from_db__no_commit	935	986	10	0	6	6	0	0	0	all,db_session.delete,db_session.query,delete,fetch_ee_implementation_or_noop,filter,options,selectinload,update
62	backend/onyx/document_index/opensearch/index_reclaim.py	reclaim_index_data	24	65	19	0	0	8	0	0	0	OpenSearchIndexClient,client.count_by_query,client.delete_by_query,client.delete_index,client.index_exists,logger.info
61	backend/onyx/context/search/models.py	SavedSearchSettings.from_db_model	43	60	0	0	0	19	0	0	4	cls
61	backend/onyx/db/port_attempt.py	_latest_port_status_by_cc_pair	202	227	0	13	0	3	0	0	0	PortAttempt.cc_pair_id.in_,PortAttempt.id.desc,PortAttempt.time_created.desc,db_session.execute,distinct,order_by,select,where
61	backend/onyx/server/query_and_chat/chat_backend.py	handle_send_chat_message	795	944	22	2	0	1	0	0	6	ChatStateContainer,Depends,OnyxError,StreamingResponse,check_usage_and_raise,extract_headers,gather_stream_full,get_current_tenant_id,get_custom_tool_additional_request_headers,get_hashed_api_key_from_request,get_hashed_pat_from_request,get_json_line,get_session_with_current_tenant,handle_multi_model_stream,handle_stream_message_objects,increment_usage,is_usage_limits_enabled,json.dumps,len,logger.debug,logger.exception,mt_cloud_telemetry,multi_model_stream_generator,obj.model_dump,require_permission,router.post,str,stream_generator,usage_db_session.commit
60	backend/onyx/document_index/opensearch/search.py	DocumentQuery._get_acl_visibility_filter	959	1000	0	7	2	8	0	0	0	ValueError,append,len,list
60	backend/onyx/onyxbot/slack/listener.py	SlackbotHandler._manage_clients_per_tenant	220	287	24	0	0	4	0	0	0	EmbeddingModel.from_db_model,SlackBotTokens,bot.app_token.get_value,bot.bot_token.get_value,close,get_current_search_settings,logger.debug,logger.info,self.start_socket_client,self.tenant_ids.add,warm_up_bi_encoder
60	backend/onyx/setup.py	setup_multitenant_onyx	353	367	3	0	0	7	11	0	0	OpenSearchClient,RuntimeError,logger.notice,set_cluster_state,setup_vespa_multitenant,wait_for_opensearch_with_timeout
60	backend/onyx/tools/fake_tools/research_agent.py	run_research_agent_calls	673	741	3	0	0	13	0	0	15	CombinedResearchAgentCallResult,collapse_citations,run_functions_tuples_in_parallel,updated_answers.append,zip
59	backend/onyx/connectors/sharepoint/connector.py	SharepointConnector._load_from_checkpoint	2907	3368	1	13	0	1	0	0	2	ConnectorFailure,ConnectorMissingCredentialError,DocumentFailure,SHARED_DOCUMENTS_MAP.get,_convert_sitepage_to_document,_create_entity_failure,_graph_error_code,checkpoint.cached_drive_names.popleft,checkpoint.cached_site_descriptors.popleft,copy.deepcopy,datetime.fromtimestamp,deque,isinstance,len,list,logger.debug,logger.error,logger.exception,logger.info,logger.warning,self._build_delta_start_url,self._clear_drive_checkpoint_state,self._create_rest_client_context,self._fetch_one_delta_page,self._fetch_site_pages,self._filter_excluded_sites,self._get_drive_names_for_site,self._iter_drive_items_paged,self._process_drive_item,self._resolve_drive,self._yield_drive_hierarchy_node,self._yield_site_hierarchy_node,self.fetch_sites,site_page.get,str
59	backend/onyx/db/users.py	assign_user_to_default_groups__no_commit	830	906	16	3	2	2	0	0	1	RuntimeError,UserGroup.is_default.is_,User__UserGroup,db_session.add,db_session.begin_nested,db_session.flush,db_session.query,filter,first,logger.info,recompute_user_permissions__no_commit,savepoint.rollback
59	backend/onyx/kg/clustering/normalizations.py	_normalize_one_entity	58	191	1	0	4	11	0	4	0	ARRAY,KGEntity.attributes.op,KGEntity.document_id.is_,KGEntity.name_trigrams.overlap,MetaData,String,Table,ValueError,_clean_name,_ngrams,all,allowed_docs_temp_view.c.allowed_doc_id.isnot,allowed_docs_temp_view_name.split,cast,correlate,cte,db_session.get_bind,db_session.query,desc,enumerate,filter,func.array,func.cardinality,func.least,func.unnest,get_session_with_current_tenant,getattr,intersect,label,len,limit,list,max,min,normalized_similarity,order_by,outerjoin,scalar_subquery,select,select_from
59	backend/onyx/server/query_and_chat/chat_backend.py	get_chat_session	350	459	18	4	1	1	0	0	0	ChatSessionDetailResponse,CurrentRunInfo,Depends,HTTPException,db_session.commit,get_cache_backend,get_chat_messages_by_session,get_chat_session_by_id,get_processing_run_id,logger.exception,require_permission,router.get,translate_assistant_message_to_packets,translate_db_message_to_chat_message_detail
59	backend/onyx/skills/builtin/linear/linear_api.py	_dispatch	215	298	0	0	5	13	0	0	0	_IDENT_RE.match,_build_issue_create_input,_gql,_issue_filter,_paginate,_resolve_state_id,_unwrap,a.ref.split,float,get,isinstance,json.loads,resp.get,team.upper
58	backend/onyx/db/persona.py	update_persona_shared	716	788	9	8	1	1	0	0	1	PersonaLabel.id.in_,ValueError,all,can_delete_persona,db_session.commit,db_session.query,fetch_persona_by_id_for_user,fetch_versioned_implementation,filter,group_shares.items,len,persona.labels.clear,user_shares.items,versioned_update_persona_access
58	backend/onyx/server/manage/opensearch_migration/api.py	get_opensearch_retrieval_status	43	51	1	2	0	15	1	0	0	Depends,OpenSearchRetrievalStatusResponse,admin_router.get,get_opensearch_retrieval_state,require_permission
58	backend/onyx/server/onyx_api/ingestion.py	get_docs_by_connector_credential_pair	59	81	4	11	0	2	0	0	0	Depends,DocMinimalInfo,OnyxError,get_documents_by_cc_pair,require_permission,router.get,verify_user_has_access_to_cc_pair
58	backend/onyx/server/query_and_chat/chat_backend.py	search_chats	1196	1272	4	2	0	14	0	0	0	ChatSearchResponse,ChatSessionGroup,ChatSessionSummary,Depends,Query,date,datetime.datetime.now,groups.append,older_chats.append,require_permission,router.get,search_chat_sessions,session.time_created.date,this_month_chats.append,this_week_chats.append,timedelta,today_chats.append,yesterday_chats.append
57	backend/onyx/connectors/confluence/onyx_confluence.py	OnyxConfluence.paginated_cql_user_retrieval	920	994	21	0	0	5	0	0	0	ConfluenceUser,self._paginate_url,user.get
57	backend/onyx/db/connector_credential_pair.py	get_last_successful_attempt_poll_range_end	525	570	0	3	3	11	0	0	0	IndexAttempt.is_synthetic_seed.is_,IndexAttempt.poll_range_end.desc,IndexAttempt.targeted_reindex_job_id.is_,db_session.query,filter,first,join,latest_successful_index_attempt.poll_range_end.timestamp,query.filter,query.order_by
57	backend/onyx/db/persona.py	apply_persona_user_share_diff	259	296	13	6	1	1	0	0	0	PersonaSharedNotificationData,Persona__User,all,create_notification,db_session.add,db_session.delete,db_session.query,desired_shares.items,existing_by_user.items,filter,model_dump
57	backend/onyx/db/swap_index.py	_port_swap_ready	216	252	2	11	0	3	0	0	0	all_user_scopes_ported,any_user_file_reconcile_pending_for_users,count_secondary_only_sync_pending_documents_for_cc_pairs,get_active_port_attempt,get_latest_port_attempt,latest_port.status.is_successful
57	backend/onyx/server/documents/cc_pair.py	get_cc_pair_indexing_errors	754	791	2	11	0	3	0	0	0	Depends,IndexAttemptErrorPydantic.from_model,PaginatedReturn,Query,count_index_attempt_errors_for_cc_pair,get_index_attempt_errors_for_cc_pair,require_permission,router.get
57	backend/onyx/server/manage/users.py	list_accepted_users	259	335	12	2	1	7	0	0	0	Depends,FullUserSnapshot.from_user_model,OnyxError,PaginatedReturn,Query,ScimUserMapping.user_id.in_,UserGroupInfo,all,batch_get_user_groups,db_session.scalars,get_page_of_filtered_users,get_total_filtered_users_count,groups_by_user.get,logger.warning,require_permission,router.get,select,set,user_is_admin,where
56	backend/onyx/chat/citation_utils.py	update_citation_processor_from_tool_response	9	52	0	0	0	12	0	0	20	citation_processor.update_citation_mapping,isinstance,next,search_response.citation_mapping.items
56	backend/onyx/document_index/opensearch/search.py	DocumentQuery.delete_port_written_chunks_query	311	336	11	0	1	10	0	0	0	filter_clauses.append,list
56	backend/onyx/indexing/chunker.py	Chunker._handle_single_document	193	289	0	0	0	11	2	0	17	document.get_text_content,document.get_title_for_document_index,extract_blurb,generate_large_chunks,get_metadata_suffix_for_document_index,len,logger.debug,normal_chunks.extend,self._document_chunker.chunk,self.tokenizer.encode,self.tokenizer.tokenize
56	backend/onyx/server/documents/cc_pair.py	get_cc_pair_external_group_sync_attempts	285	334	3	11	0	2	0	0	0	Depends,ExternalGroupSyncAttemptSnapshot.from_external_group_sync_attempt_db_model,Query,_get_cc_pair_source_or_raise,fetch_ee_implementation_or_noop,get_relevant_external_group_sync_attempts_for_cc_pair,len,require_permission,router.get,source_requires_external_group_sync
56	backend/onyx/server/onyx_api/ingestion.py	delete_ingestion_doc	238	299	4	6	0	6	2	0	0	Depends,OnyxError,db_session.commit,db_session.rollback,delete_documents_complete,delete_port_orphan_candidates_by_id,document_index.delete,get_active_search_settings,get_all_document_indices,get_cc_pair_ids_for_document,get_document,record_port_orphan_candidates_for_document,require_permission,router.delete,verify_user_can_edit_all_cc_pairs
56	backend/onyx/tools/tool_constructor.py	_build_search_tool	211	232	2	2	0	12	2	0	2	PersonaSearchInfo,SearchTool
55	backend/onyx/background/celery/tasks/connector_deletion/tasks.py	validate_connector_deletion_fence	681	805	4	11	0	1	0	0	0	RedisConnector,RedisConnector.get_id_from_fence_key,inc_deletion_fence_reset,int,key_bytes.decode,member.decode,r.sscan_iter,redis_connector.delete.active,redis_connector.delete.reset,redis_connector.delete.set_active,task_logger.exception,task_logger.info,task_logger.warning
55	backend/onyx/connectors/sharepoint/connector.py	_convert_sitepage_to_document	1067	1215	1	6	0	9	0	0	2	BasicExpertInfo,Document,ExternalAccess.empty,TextSection,_parse_sharepoint_datetime,canvas_layout.get,cast,column.get,created_by.get,data.get,get,get_sharepoint_external_access,html.unescape,isinstance,len,page_text.strip,primary_owners.append,re.sub,section.get,semantic_identifier.endswith,server_content.get,site_page.get,strip,text_item.get,webpart.get
55	backend/onyx/db/index_attempt.py	get_latest_index_attempts	637	679	0	7	0	9	0	0	0	IndexAttempt.targeted_reindex_job_id.is_,_add_only_finished_clause,all,db_session.execute,func.max,ids_stmt.group_by,ids_stmt.subquery,ids_stmt.where,join,joinedload,label,scalars,select,stmt.options,unique,where
55	backend/onyx/db/persona.py	update_persona_access	325	376	3	8	2	2	1	0	0	NotImplementedError,apply_persona_user_share_diff,db_session.query,delete,filter,first,mark_persona_user_files_for_sync,resolve_desired_user_shares
55	backend/onyx/document_index/opensearch/opensearch_document_index.py	OpenSearchDocumentIndex.update	593	737	2	6	0	9	0	0	0	OpenSearchDocumentMissingError,datetime_to_utc,dict,doc_chunk_ids_to_update.append,generate_opensearch_filtered_access_control_list,get_opensearch_doc_chunk_id,int,len,list,logger.debug,logger.warning,missing_chunk_ids.extend,missing_document_ids.update,range,self._client.bulk_update_documents,set,sorted,timestamp,update_request.doc_id_to_chunk_cnt.get
55	backend/onyx/indexing/models.py	IndexingSetting.from_db_model	214	229	0	0	0	17	0	0	4	cls
55	backend/onyx/natural_language_processing/query_embedding_cache.py	cache_query_embeddings	179	252	2	0	0	17	0	0	0	ValueError,_build_key,_safe_pack_or_none,cache_backend.set,get_cache_backend,len,logger.warning,observe_query_embedding_cache_write,zip
54	backend/onyx/background/celery/tasks/docfetching/tasks.py	_verify_indexing_attempt	63	116	1	7	0	8	0	0	0	IndexingCoordination.check_cancellation_requested,SimpleJobException,get_index_attempt,get_session_with_current_tenant,logger.info
54	backend/onyx/db/persona.py	create_update_persona	613	713	9	6	0	2	0	0	6	FullPersonaSnapshot.from_model,HTTPException,UUID,ValueError,_assert_persona_update_within_managed_scope,db_session.commit,db_session.scalar,db_session.scalars,fetch_versioned_implementation,has_global_permission,logger.exception,one,options,select,selectinload,str,upsert_persona,versioned_update_persona_access,where
54	backend/onyx/deep_research/dr_loop.py	generate_final_report	105	194	4	0	0	7	0	0	25	ChatMessageSimple,DynamicCitationProcessor,FINAL_REPORT_PROMPT.format,Placement,USER_FINAL_REPORT_QUERY.format,ValueError,citation_processor.citation_to_doc.values,citation_processor.update_citation_mapping,construct_message_history,function_span,get_current_llm_day_time,len,list,run_llm_step,state_container.set_citation_mapping,state_container.set_reasoning_tokens,token_counter,with_language_section
54	backend/onyx/document_index/opensearch/client.py	OpenSearchIndexClient.__init__	573	611	0	0	0	15	3	0	0	__init__,logger.debug,super
54	backend/onyx/server/features/hierarchy/api.py	search_hierarchy_nodes	153	181	5	2	0	12	0	0	0	Depends,HierarchyNodeSearchResponse,HierarchyNodeSearchSummary,Query,_get_user_access_info,_require_opensearch,require_permission,router.get,search_accessible_hierarchy_nodes
54	backend/onyx/tools/fake_tools/coding_agent.py	run_coding_agent_call	267	520	7	0	0	9	0	0	13	BashTool,ChatMessageSimple,CodingAgentCallResult,CodingAgentFinal,CodingAgentThinkingDelta,Packet,PacketException,Placement,ToolCallSimple,_check_special_tool_calls,_generate_final_answer,_run_bash_call,_setup_session,construct_message_history,create_think_tool_token_processor,emitter.emit,function_span,get_coding_agent_tool_definitions,get_current_llm_day_time,isinstance,logger.exception,logger.info,logger.warning,model_is_reasoning_model,msg_history.append,next,run_llm_step_pkt_generator,str,sum,system_prompt_template.format,tc.to_msg_str,think_tool_call.to_msg_str,time.monotonic,token_counter,tool_calls_simple.append
53	backend/onyx/connectors/sharepoint/connector.py	_convert_driveitem_to_document_with_permissions	884	1064	0	12	0	1	0	0	2	BasicExpertInfo,Document,ExternalAccess.empty,SharepointPermissionCache,TextSection,ValueError,_create_document_failure,_download_via_graph_api,_download_with_cap,_probe_remote_size,driveitem.to_sdk_driveitem,extract_and_stage_tabular_file,extract_text_and_images,get_file_ext,get_sharepoint_external_access,io.BytesIO,is_tabular_file,logger.debug,logger.info,logger.warning,make_image_callback,sections.append,sections.extend,store_image_and_create_section,str
53	backend/onyx/db/persona.py	get_persona_by_id	1970	2032	17	4	0	1	0	0	0	Persona.deleted.is_,Persona.owner_group_id.in_,ValueError,db_session.execute,distinct,get_user_group_ids_for_user,has_global_permission,outerjoin,persona_stmt.where,result.scalar_one_or_none,select,where
53	backend/onyx/document_index/interfaces_new.py	HybridCapable.keyword_retrieval	401	423	2	1	3	11	0	0	0	-
52	backend/onyx/kg/clustering/clustering.py	kg_clustering	304	470	8	0	3	3	5	0	0	KGEntityExtractionStaging.transferred_id_name.is_not,KGRelationshipExtractionStaging.transferred.is_,KGRelationshipTypeExtractionStaging.transferred.is_,_cluster_one_grounded_entity,_get_batch_entities_with_parent,_get_batch_kg_processed_documents,_get_batch_untransferred_grounded_entities,_get_batch_untransferred_relationship_types,_get_batch_untransferred_relationships,db_session.commit,db_session.query,delete,enumerate,extend_lock,filter,format,get_kg_config_settings,get_session_with_current_tenant,logger.error,logger.info,range,run_functions_tuples_in_parallel,time.monotonic,transfer_relationship_type,update_kg_chunks_vespa_info,validate_kg_settings,zip
51	backend/onyx/connectors/confluence/connector.py	ConfluenceConnector.probe_rest_space_permissions_admin_access	1371	1429	0	12	0	1	0	0	0	client.get_all_space_permissions_server_rest,client.retrieve_confluence_spaces,client.supports_rest_space_permissions,first_space.get,logger.warning,next
51	backend/onyx/db/persona.py	get_minimal_persona_snapshots_paginated	1169	1248	12	5	1	1	0	0	0	MinimalPersonaSnapshot.from_model,_get_paginated_persona_query,_user_may_view_persona_owner_email,all,db_session.scalars,get_persona_access_level,get_user_group_ids_for_user,options,selectinload,stamp_persona_permissions,stmt.options
51	backend/onyx/server/features/document_set/api.py	_assert_attachable_cc_pairs	84	110	4	10	0	1	0	0	0	OnyxError,get_connector_credential_pairs_for_user,set
50	backend/onyx/background/celery/tasks/index_reclaim/tasks.py	_drive_deleting	181	228	7	0	0	12	0	0	0	RuntimeError,TenantState,advance_to_reclaimed__no_commit,db_session.commit,get_current_search_settings,get_current_tenant_id,has_active_port_attempts,reclaim_index_data,task_logger.info,time.monotonic
50	backend/onyx/connectors/google_drive/connector.py	GoogleDriveConnector._load_from_checkpoint	1925	1973	0	5	0	10	0	0	0	PermissionError,RuntimeError,copy.deepcopy,len,logger.info,self._convert_retrieved_files_to_documents,self._fetch_drive_items,str
50	backend/onyx/db/index_attempt.py	count_unique_cc_pairs_with_successful_index_attempts	1031	1052	0	2	3	10	0	0	0	IndexAttempt.is_synthetic_seed.is_,IndexAttempt.targeted_reindex_job_id.is_,count,db_session.query,filter,join,query.distinct,query.filter
50	backend/onyx/db/index_attempt.py	count_unique_active_cc_pairs_with_successful_index_attempts	1055	1078	0	2	3	10	0	0	0	IndexAttempt.is_synthetic_seed.is_,IndexAttempt.targeted_reindex_job_id.is_,count,db_session.query,filter,join,query.distinct,query.filter
50	backend/onyx/onyxbot/slack/listener.py	build_request_details	925	1062	14	0	0	3	0	0	13	RuntimeError,SlackContext,SlackMessageInfo,ThreadMessage,bot_user_info_fetcher,cast,event.get,expert_info_from_slack_id,get_channel_type_from_id,get_current_tenant_id,get_onyx_bot_auth_ids,logger.debug,logger.info,read_slack_thread,remove_onyx_bot_tag
50	backend/onyx/secondary_llm_flows/source_filter.py	decide_search_scope	55	124	2	0	3	10	0	0	4	SOURCE_SCOPE_DECISION_PROMPT.format,UserMessage,_parse_scope_decision,cycle.model_dump,join,json.dumps,len,llm.invoke,llm_generation_span,logger.exception,msg.message.strip,record_llm_response
50	backend/onyx/server/features/projects/api.py	link_user_file_to_project	325	362	14	2	2	2	0	0	0	Depends,HTTPException,UserFileSnapshot.from_model,_trigger_user_file_project_sync,db_session.commit,db_session.query,filter,get_current_tenant_id,one_or_none,project.user_files.append,require_permission,router.post
50	backend/onyx/server/kg/api.py	enable_or_disable_kg	91	170	11	3	0	4	0	0	4	Depends,PersonaUpsertRequest,admin_router.put,create_update_persona,disable_kg,enable_kg,get_builtin_tool,get_kg_config_settings,get_persona_by_id,isinstance,mark_persona_as_deleted,mark_persona_as_not_deleted,populate_missing_default_entity_types__commit,require_permission,set_kg_config_settings
49	backend/onyx/background/celery/tasks/port/tasks.py	run_check_for_port	783	845	8	6	0	3	0	0	0	_fail_stalled_port_attempts,_resolve_port_target_settings,_schedule_scope_attempts,cleanup_stale_port_orphan_candidates,fetch_indexable_standard_connector_credential_pair_ids,fetch_port_scope_user_ids,get_redis_client,get_session_with_current_tenant,lock_beat.acquire,lock_beat.owned,lock_beat.release,redis_client.lock
