SCORE	PATH	SYMBOL	START	END	IDENTITY	ACL	FILTER	RETRIEVAL	BACKEND	RERANK	CONTEXT	CALLS
10	backend/onyx/redis/redis_pool.py	retrieve_auth_token_data_from_bearer	550	568	0	1	0	2	0	0	0	auth_header.startswith,len,request.headers.get,retrieve_auth_token_data,strip
10	backend/onyx/tools/tool_implementations/web_search/utils.py	inference_section_from_internet_page_scrape	116	159	0	0	0	3	0	0	1	InferenceChunk,InferenceSection,_truncate_content_around_snippet,truncate_search_result_content
9	backend/onyx/access/utils.py	prefix_user_email	4	8	3	0	0	1	0	0	0	-
9	backend/onyx/chat/prompt_utils.py	with_language_section	175	178	1	0	0	1	0	0	4	-
9	backend/onyx/connectors/github/connector.py	_convert_pr_to_document	343	429	3	0	0	1	0	0	0	Document,TextSection,_get_userinfo,isinstance,items,len,pull_request.closed_at.replace,pull_request.created_at.replace,pull_request.merged_at.replace,pull_request.updated_at.replace,repo_full_name.split,str
9	backend/onyx/connectors/github/connector.py	_convert_issue_to_document	437	499	3	0	0	1	0	0	0	Document,TextSection,_get_userinfo,isinstance,issue.closed_at.replace,issue.created_at.replace,issue.updated_at.replace,items,len,repo_full_name.split,str
9	backend/onyx/connectors/salesforce/sqlite_functions.py	OnyxSalesforceSQLite._apply_schema_impl	137	275	3	0	0	1	0	0	0	OnyxSalesforceSQLite._update_user_email_map,Path,RuntimeError,create_index_if_not_exists,cursor.execute,cursor.fetchone,file_path.stat,format,logger.info,self._conn.cursor,time.monotonic
9	backend/onyx/connectors/sharepoint/connector.py	SharepointConnector._resolve_drive	1618	1683	1	1	0	1	0	0	0	cast,d.name.lower,drive_name.lower,execute_query,len,logger.info,logger.warning,lower,self.graph_client.sites.get_by_url,site.drives.get,site_descriptor.url.lower
9	backend/onyx/context/search/federated/slack_search.py	fetch_and_cache_channel_metadata	62	245	3	0	0	1	0	0	0	ALL_CHANNEL_TYPES.copy,ChannelType,SlackApiError,WebClient,available_channel_types.remove,cached.decode,cached_data.items,cast,ch.get,e.response.get,get,get_channel_type,get_channel_type_for_missing_scope,get_redis_client,isinstance,join,json.dumps,json.loads,len,logger.debug,logger.error,logger.info,logger.warning,range,redis_client.get,redis_client.set,response.validate,response_data.get,slack_client.conversations_list,str,time.sleep,v.get
9	backend/onyx/db/chat.py	reserve_message_id	669	702	1	0	1	1	0	0	0	ChatMessage,db_session.add,db_session.commit,db_session.flush,db_session.query,filter,first
9	backend/onyx/db/chat.py	reserve_multi_model_message_ids	705	744	1	0	1	1	0	0	0	ChatMessage,db_session.add,db_session.commit,db_session.flush,db_session.query,filter,first,reserved.append
9	backend/onyx/db/connector.py	check_user_files_exist	38	50	3	0	0	1	0	0	0	db_session.execute,exists,result.scalar,select,where
9	backend/onyx/db/engine/sql_engine.py	SqlEngine.init_engine	223	300	0	0	0	2	1	0	0	EngineProfile,_merge_psycopg2_connect_args,build_connection_string,create_engine,dict,event.listen,final_engine_kwargs.update,logger.info
9	backend/onyx/db/notification.py	delete_notifications_by_additional_data	114	127	1	0	1	1	0	0	0	_notification_additional_data_key,db_session.query,delete,filter
9	backend/onyx/db/persona.py	get_raw_personas_for_user	1409	1420	3	0	0	1	0	0	0	_build_persona_base_query,all,db_session.scalars
9	backend/onyx/db/user_file.py	update_last_accessed_at_for_user_files	91	104	1	0	1	1	0	0	0	UserFile.id.in_,datetime.datetime.now,db_session.commit,db_session.query,filter,update
9	backend/onyx/db/users.py	get_user_counts_by_account_type_and_status	485	524	3	0	0	1	0	0	0	_get_accepted_user_where_clause,all,case,db_session.execute,func.count,func.sum,group_by,hasattr,is_active_col.is_,label,select,str,where
9	backend/onyx/kg/clustering/clustering.py	_get_batch_untransferred_grounded_entities	48	69	1	0	1	1	0	0	0	KGEntityExtractionStaging.transferred_id_name.is_,all,db_session.query,filter,get_session_with_current_tenant,join,limit
9	backend/onyx/kg/clustering/clustering.py	_get_batch_untransferred_relationship_types	72	85	1	0	1	1	0	0	0	KGRelationshipTypeExtractionStaging.transferred.is_,all,db_session.query,filter,get_session_with_current_tenant,limit
9	backend/onyx/kg/clustering/clustering.py	_get_batch_untransferred_relationships	88	101	1	0	1	1	0	0	0	KGRelationshipExtractionStaging.transferred.is_,all,db_session.query,filter,get_session_with_current_tenant,limit
9	backend/onyx/kg/clustering/clustering.py	_get_batch_kg_processed_documents	126	150	1	0	1	1	0	0	0	KGEntityExtractionStaging.transferred_id_name.is_not,all,db_session.query,filter,get_session_with_current_tenant,join,limit,offset,order_by
9	backend/onyx/kg/clustering/clustering.py	_transfer_one_relationship	272	301	1	0	1	1	0	0	0	KGEntityExtractionStaging.id_name.in_,all,db_session.commit,db_session.query,entity_translations.keys,filter,get_session_with_current_tenant,len,logger.error,transfer_relationship
9	backend/onyx/kg/utils/extraction_utils.py	get_relationship_types_str	105	128	1	0	1	1	0	0	0	active_filters.append,all,db_session.query,filter,get_session_with_current_tenant,join,make_relationship_type_id,relationship_types_list.append
9	backend/onyx/kg/utils/extraction_utils.py	EntityTypeMetadataTracker.export_typeinfo	682	703	1	0	1	1	0	0	0	KGEntityType.attributes.op,attribute_values.items,db_session.commit,db_session.query,filter,get_session_with_current_tenant,self.entity_attr_info.items,trackinfo_to_dict,update
9	backend/onyx/llm/utils.py	model_supports_image_input	546	585	3	0	0	1	0	0	0	any,db_session.scalar,get_session_with_current_tenant,join,litellm_thinks_model_supports_image_input,logger.warning,model_identity_names,select,where
9	backend/onyx/mcp_server/utils.py	get_accessible_agents	146	169	1	1	0	1	0	0	0	RuntimeError,_AGENT_ENTRIES_ADAPTER.validate_json,build_api_server_url_for_http_requests,get,get_http_client,logger.error,response.raise_for_status
9	backend/onyx/server/features/mcp/oauth.py	OnyxTokenStorage.__init__	281	304	0	0	0	1	0	0	6	-
9	backend/onyx/server/manage/users.py	get_current_auth_token_expiry_redis	938	979	3	0	0	1	0	0	0	cast,classify_session_token_value,datetime.now,get_raw_redis_client,isinstance,logger.debug,logger.error,redis.get,redis.ttl,request.cookies.get,timedelta
9	backend/onyx/server/query_and_chat/token_limit.py	check_token_rate_limits	41	52	3	0	0	1	0	0	0	Depends,any_rate_limit_exists,fetch_versioned_implementation,versioned_rate_limit_strategy
8	backend/onyx/chat/llm_step.py	_emit_content_chunk	1247	1305	1	0	0	1	0	0	3	AgentResponseDelta,AgentResponseStart,Packet,ReasoningDelta,ReasoningStart,_close_reasoning_if_active,_current_placement,_emit_citation_results,citation_processor.process_token,state_container.set_answer_tokens,state_container.set_pre_answer_processing_time,state_container.set_reasoning_tokens
8	backend/onyx/connectors/google_drive/connector.py	GoogleDriveConnector._get_all_drives_for_user	832	854	1	0	0	2	0	0	0	all_drive_ids.add,drive_service.drives,execute_paginated_retrieval,get_drive_service,isinstance,logger.info,logger.warning,set
8	backend/onyx/connectors/models.py	Document.to_short_descriptor	400	402	1	0	0	2	0	0	0	-
8	backend/onyx/db/enums.py	IncognitoRecordMode.fires_hooks	846	853	1	0	0	2	0	0	0	-
8	backend/onyx/db/opensearch_migration.py	is_migration_completed	328	334	1	0	0	2	0	0	0	db_session.query,first
8	backend/onyx/db/relationships.py	delete_from_kg_relationships_extraction_staging__no_commit	601	607	0	0	1	1	0	0	1	KGRelationshipExtractionStaging.source_document.in_,db_session.query,delete,filter
8	backend/onyx/db/relationships.py	delete_from_kg_relationships__no_commit	610	616	0	0	1	1	0	0	1	KGRelationship.source_document.in_,db_session.query,delete,filter
8	backend/onyx/db/targeted_reindex.py	targets_to_connector_failures	359	400	0	0	1	1	0	0	1	ConnectorFailure,DocumentFailure,IndexAttemptError.id.in_,all,db_session.query,error_rows.get,failures.append,filter
8	backend/onyx/deep_research/dr_loop.py	_get_research_agent_tool_id	197	202	1	0	0	2	0	0	0	get_session_with_current_tenant,get_tool_by_name
8	backend/onyx/file_processing/image_summarization.py	summarize_image_pipeline	48	67	0	0	0	2	0	0	2	_summarize_image,prepare_image_bytes
8	backend/onyx/key_value_store/store.py	PgRedisKVStore.store	29	51	1	0	0	2	0	0	0	KVStore,db_session.add,db_session.commit,db_session.query,delete,filter_by,first,get_session_with_current_tenant,json.dumps,logger.error,self._get_cache,set,str
8	backend/onyx/llm/model_capabilities.py	get_bedrock_token_limit	247	292	0	0	0	1	0	0	5	BEDROCK_MODEL_TOKEN_LIMITS.items,context_match.group,get_model_map,int,len,model_id.lower,model_info.get,re.search,sorted
8	backend/onyx/onyxbot/slack/handlers/handle_buttons.py	handle_doc_feedback_button	91	121	1	0	0	2	0	0	0	View,build_feedback_id,client.web_client.views_open,data.to_dict,decompose_action_id,get,get_document_feedback_blocks,logger.error,req.payload.get
8	backend/onyx/redis/redis_pool.py	retrieve_ws_token_data	623	651	1	0	0	2	0	0	0	get_async_redis_connection,json.loads,logger.error,redis.getdel,str
8	backend/onyx/secondary_llm_flows/query_expansion.py	_build_additional_context	26	51	0	0	0	1	0	0	5	REPHRASE_CONTEXT_PROMPT.format,any,join,m.strip,user_info.strip
8	backend/onyx/tools/interface.py	Tool.run	83	91	1	0	0	2	0	0	0	-
8	backend/onyx/tools/tool_implementations/coding_agent/coding_agent_tool.py	CodingAgentTool.tool_definition	82	111	1	0	0	2	0	0	0	-
8	backend/onyx/tools/tool_implementations/web_search/web_search_tool.py	WebSearchTool.is_available	141	145	1	0	0	2	0	0	0	fetch_active_web_search_provider,get_session_with_current_tenant
7	backend/onyx/background/indexing/checkpointing_utils.py	get_index_attempts_with_old_checkpoints	162	188	0	0	1	1	0	0	0	IndexAttempt.checkpoint_pointer.isnot,all,and_,db_session.query,filter,get_db_current_time,timedelta
7	backend/onyx/background/periodic_poller.py	_try_claim_task	181	219	2	0	0	1	0	0	0	KVStore,datetime.fromisoformat,datetime.now,db_session.add,db_session.commit,db_session.execute,db_session.query,filter_by,first,get_session_with_current_tenant,isoformat,scalar,str,text,total_seconds
7	backend/onyx/connectors/bitbucket/connector.py	BitbucketConnector.retrieve_all_slim_docs_perm_sync	275	315	0	1	0	1	0	0	0	RuntimeError,SlimDocument,batch.append,callback.progress,callback.should_stop,len,parse_bitbucket_datetime,pr.get,self._build_params,self._client,self._iter_pull_requests_for_repo,self._iter_target_repositories
7	backend/onyx/connectors/discord/connector.py	_manage_async_retrieval	189	263	0	0	1	1	0	0	0	Client,Intents.default,_async_fetch,_fetch_documents_from_channel,_fetch_filtered_channels,anext,async_gen.aclose,asyncio.create_task,asyncio.new_event_loop,asyncio.wait,datetime.strptime,discord_client.start,discord_client.wait_until_ready,filter,loop.close,loop.run_until_complete,max,ready_task.cancel,replace,run_and_yield,start_task.result
7	backend/onyx/connectors/discourse/connector.py	DiscourseConnector._get_doc_from_topic	95	147	0	1	0	1	0	0	0	BasicExpertInfo,Document,TextSection,cast,enumerate,get,join,parse_html_page_basic,post.get,responders.append,response.json,sections.append,seen_names.add,self._make_request,self.category_id_map.get,set,str,time_str_to_utc,topic.get,urllib.parse.urljoin
7	backend/onyx/connectors/factory.py	validate_ccpair_for_user	151	223	0	1	0	1	0	0	0	ConnectorValidationError,ValueError,_record_outcome,fetch_connector_by_id,fetch_credential_by_id,instantiate_connector,record_blocking_validation_outcome,runnable_connector.validate_connector_settings,runnable_connector.validate_perm_sync,str
7	backend/onyx/connectors/gmail/connector.py	GmailConnector.retrieve_all_slim_docs_perm_sync	640	664	0	1	0	1	0	0	0	PermissionError,self._fetch_slim_threads,self._get_all_user_emails,str
7	backend/onyx/connectors/models.py	convert_metadata_dict_to_list_of_strings	331	356	0	0	1	1	0	0	0	attributes.append,attributes.extend,isinstance,metadata.items
7	backend/onyx/connectors/sharepoint/connector.py	SharepointConnector._iter_drive_items_paged	2087	2135	0	0	1	1	0	0	0	DriveItemData.from_graph_json,_drive_item_in_time_window,data.get,deque,folder_queue.append,folder_queue.popleft,quote,self._graph_api_get_json,str
7	backend/onyx/connectors/sharepoint/connector.py	SharepointConnector.retrieve_all_slim_docs	3606	3624	0	1	0	1	0	0	0	datetime.fromtimestamp,self._fetch_slim_documents_from_sharepoint
7	backend/onyx/connectors/sharepoint/connector.py	SharepointConnector.retrieve_all_slim_docs_perm_sync	3627	3645	0	1	0	1	0	0	0	datetime.fromtimestamp,self._fetch_slim_documents_from_sharepoint
7	backend/onyx/db/chat.py	delete_messages_and_files_from_chat_session	211	240	2	0	0	1	0	0	0	all,db_session.commit,db_session.execute,delete,delete_orphaned_search_docs,file_info.get,file_store.delete_file,get_default_file_store,select,tuples,where
7	backend/onyx/db/chat.py	get_or_create_root_message	635	666	0	0	1	1	0	0	0	ChatMessage,ChatMessage.parent_message_id.is_,Exception,db_session.add,db_session.commit,db_session.query,filter,one_or_none
7	backend/onyx/db/chunk.py	update_chunk_boost_components__no_commit	10	53	0	0	1	1	0	0	0	ChunkStats,ValueError,datetime.now,db_session.add,db_session.query,filter,first,int
7	backend/onyx/db/connector.py	fetch_latest_index_attempt_by_connector	185	211	0	0	1	1	0	0	0	IndexAttempt.time_updated.desc,db_session.query,fetch_connectors,filter,first,join,latest_index_attempts.append,order_by
7	backend/onyx/db/credentials.py	_cleanup_credential__user_group_relationships__no_commit	228	234	0	0	1	1	0	0	0	db_session.query,delete,filter
7	backend/onyx/db/document.py	get_document_counts_for_all_cc_pairs	738	758	0	1	0	1	0	0	0	DocumentByConnectorCredentialPair.has_been_indexed.is_,all,db_session.execute,func.count,group_by,select,where
7	backend/onyx/db/document.py	update_docs_updated_at__no_commit	981	991	0	0	1	1	0	0	0	DbDocument.id.in_,all,db_session.query,filter,ids_to_new_updated_at.keys,list
7	backend/onyx/db/document.py	update_docs_created_at__no_commit	994	1004	0	0	1	1	0	0	0	DbDocument.id.in_,all,db_session.query,filter,ids_to_new_created_at.keys,list
7	backend/onyx/db/document.py	backfill_docs_created_at__no_commit	1007	1033	0	0	1	1	0	0	0	DbDocument.id.in_,all,datetime.now,db_session.query,filter,ids_to_created_at.keys,list
7	backend/onyx/db/document.py	update_docs_last_modified__no_commit	1036	1046	0	0	1	1	0	0	0	DbDocument.id.in_,all,datetime.now,db_session.query,filter
7	backend/onyx/db/document.py	update_docs_chunk_count__no_commit	1049	1058	0	0	1	1	0	0	0	DbDocument.id.in_,all,db_session.query,filter
7	backend/onyx/db/document.py	update_docs_content_hash__no_commit	1061	1071	0	0	1	1	0	0	0	DbDocument.id.in_,all,db_session.query,filter,ids_to_new_hash.keys
7	backend/onyx/db/engine/sql_engine.py	after_cursor_execute	149	163	0	0	0	2	0	0	1	event.listens_for,format,logger.debug,time.time
7	backend/onyx/db/entities.py	upsert_staging_entity	17	93	0	0	1	1	0	0	0	RuntimeError,attributes.get,attributes.items,datetime.now,db_session.execute,db_session.flush,db_session.query,dict,entity_type.upper,filter,make_entity_id,name.title,on_conflict_do_update,pg_insert,returning,scalar,update,values
7	backend/onyx/db/entities.py	transfer_entity	96	157	0	0	1	1	0	0	0	KGEntity.attributes.op,RuntimeError,datetime.now,db_session.execute,db_session.flush,db_session.query,dbdocument.update_document_kg_info,dict,entity.name.casefold,filter,func.coalesce,literal,make_entity_id,on_conflict_do_update,pg_insert,returning,scalar,update,uuid.uuid4,values
7	backend/onyx/db/entities.py	merge_entities	160	224	0	0	1	1	0	0	0	RuntimeError,ValueError,alternative_names.add,alternative_names.discard,alternative_names.update,child.name.lower,db_session.execute,db_session.flush,db_session.query,dbdocument.update_document_kg_info,filter,list,returning,scalar,set,update,values,where
7	backend/onyx/db/entities.py	get_document_id_for_entity	264	277	0	0	1	1	0	0	0	db_session.query,filter,first
7	backend/onyx/db/entities.py	delete_from_kg_entities_extraction_staging__no_commit	280	286	0	0	1	1	0	0	0	KGEntityExtractionStaging.document_id.in_,db_session.query,delete,filter
7	backend/onyx/db/entities.py	delete_from_kg_entities__no_commit	289	295	0	0	1	1	0	0	0	KGEntity.document_id.in_,db_session.query,delete,filter
7	backend/onyx/db/entities.py	get_entity_name	298	303	0	0	1	1	0	0	0	db_session.query,filter,first
7	backend/onyx/db/entity_type.py	get_entity_types_with_grounded_source_name	15	30	0	0	1	1	0	0	0	KGEntityType.grounded_source_name.isnot,all,db_session.query,filter
7	backend/onyx/db/file_record.py	update_filerecord_origin	108	120	0	0	1	1	0	0	0	db_session.query,filter,update
7	backend/onyx/db/hierarchy.py	update_document_parent_hierarchy_nodes	695	739	0	0	1	1	0	0	0	Document.id.in_,append,by_parent.items,db_session.commit,db_session.flush,db_session.query,defaultdict,doc_parent_map.items,doc_parent_map.keys,existing.get,filter,get_document_parent_hierarchy_node_ids,len,list,update
7	backend/onyx/db/index_attempt.py	count_error_rows_for_index_attempt	123	131	0	0	1	1	0	0	0	count,db_session.query,filter
7	backend/onyx/db/llm.py	update_group_llm_provider_relationships__no_commit	50	71	0	0	1	1	0	0	0	LLMProvider__UserGroup,assert_not_shared_with_default_group,db_session.add_all,db_session.query,delete,filter
7	backend/onyx/db/mcp.py	delete_mcp_server	311	324	0	0	1	1	0	0	0	count,db_session.commit,db_session.delete,db_session.query,filter,get_mcp_server_by_id,logger.info
7	backend/onyx/db/notification.py	delete_notifications_by_type	130	140	0	0	1	1	0	0	0	db_session.commit,db_session.query,delete,filter
7	backend/onyx/db/notification.py	dismiss_all_notifications	209	216	0	0	1	1	0	0	0	db_session.commit,db_session.query,filter,update
7	backend/onyx/db/persona.py	update_persona_label	2077	2088	0	0	1	1	0	0	0	ValueError,db_session.commit,db_session.query,filter,one_or_none
7	backend/onyx/db/persona.py	delete_persona_label	2091	2093	0	0	1	1	0	0	0	db_session.commit,db_session.query,delete,filter
7	backend/onyx/db/projects.py	get_project_instructions	219	237	0	0	1	1	0	0	0	db_session.query,filter,one_or_none,project.instructions.strip
7	backend/onyx/db/relationships.py	transfer_relationship_type	346	387	0	0	1	1	0	0	0	RuntimeError,db_session.execute,db_session.flush,db_session.query,dict,filter,on_conflict_do_update,pg_insert,returning,scalar,update,values
7	backend/onyx/db/relationships.py	get_relationships_for_entity_type_pairs	461	483	0	0	1	1	0	0	0	all,db_session.query,filter,or_
7	backend/onyx/db/relationships.py	get_relationships_of_entity	521	543	0	0	1	1	0	0	0	all,db_session.query,filter,or_
